ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename
NLLT_04861		NLLT	21	NA	2003	pp247–331	p311	72	ex:The Right Edge Constraint (REC)|A pre-nominal AP must exhibit its adjectival head at its right|edge.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04862		NLLT	21	NA	2003	pp247–331	p311	73a	ex:He made a [AP scandalous (∗ in a number of ways)] proposal.|b. He made a new and [AP what I’d describe as scandalous (∗ in|certain ways)] proposal.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04863		NLLT	21	NA	2003	pp247–331	p313	119a	ex:The [fastest possible] car ← English|b.∗Der [schnellst-e möglich] Wagen|the fastest-Agr possible car.Masc.Sg.Nom.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04864		NLLT	21	NA	2003	pp247–331	p314	121	"ex:A pre-nominal attributive AP must end in an X0 element that|agrees with it; in the absence of overt agreeing morphology, the|agreement requirement applies to (abstract) syntactic features."												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04865		NLLT	21	NA	2003	pp247–331	p315	123	"ex:This prophet is former, false, quasi, pseudo, mere."												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04866		NLLT	21	NA	2003	pp247–331	p315	14	ex:Alleged is presumed; pseudo is false; former is earlier.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04867		NLLT	21	NA	2003	pp247–331	p318	XXb	ex:Ya kuda xoˇ ceš peresjadu.|I where want.2.Sg change-seat.Fut.1.Sg|I will sit wherever you want me to.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04868		NLLT	21	NA	2003	pp247–331	p319	129a	"ex:Fac {??ceea-ce, ce} faci s ¸i tu, orice ar ﬁ.|I-do that-czer what do and you whatever would be|I’ll do what you do, whatever it is."												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04869		NLLT	21	NA	2003	pp247–331	p319	129b	"ex:{Ceea-ce, ??ce} se aﬂ˘ a acum pe mas˘ a îmi displace.|that-czer what Reﬂ ﬁnds now on table me displeases|What is lying right now on the table displeases me."												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04870		NLLT	21	NA	2003	pp247–331	p323	141a	ex:?Everyone that M´ ıll suspected.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04871		NLLT	21	NA	2003	pp247–331	p323	143a	ex:Everyone that Mary d´ ıdn’t suspect.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04872		NLLT	21	NA	2003	pp247–331	p325	143b	ex:Jean s’asseoit toujours sur quoi sa femme veut se coucher.|Jean Reﬂ sits always on what his wife wants Reﬂ sleep|Jean always sits on what his wife wants to lie down.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04873		NLLT	21	NA	2003	pp247–331	p326	155a	ex:∗Quoi pourrait nous nuire?|what can-Cond us harm|What could harm us?												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04874		NLLT	21	NA	2003	pp247–331	p328	157a	ex:Wen glaubst du wen Maria liebt?|who.Acc think you who.Acc Maria loves|Who do you think that Maria loves?												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04875		NLLT	21	NA	2003	pp247–331	p328	157b	ex:Ich kenne [wen du glaubst wen Maria liebt].|I know who.Acc you think who.Acc Maria loves|I am acquaninted with (the one) who you think that Maria loves.												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_04876		NLLT	21	NA	2003	pp247–331	p328	157c	ex:Mit wem glaubst du mit wem er sprechen will?|with whom think you with whom he speak wants|With whom do you think that he wants to speak?												Constructed	file:Grosu2003_Article_AUnifiedTheoryOfStandardAndTra.html
NLLT_05243		NLLT	21	NA	2003	pp543–578	p562	22	ex:yielding (24).												Constructed	file:Harbour2003_Article_TheKiowaCaseForFeatureInsertio.html
NLLT_05961		NLLT	21	NA	2003	pp579–615	p580	1	ex:We were talking about John having a sabbatical.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05962		NLLT	21	NA	2003	pp579–615	p583	10	ex:They prevented us from ﬁnishing it/∗ its completion.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05963		NLLT	21	NA	2003	pp579–615	p586	XXe	"ex:The NP and VP nodes have ‘dual’ lexical categories X|Y ,|where X and Y determine external and internal properties|respectively (Lapointe 1993)."												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05964		NLLT	21	NA	2003	pp579–615	p586	XXf	ex:One word projects (as head) to two different phrasal nodes – to|an NP node and to a VP node within the NP – with the higher|node unordered with respect to the lower one (Wescoat 1994).												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05965		NLLT	21	NA	2003	pp579–615	p588	16	ex:shows a simpliﬁed structure for Good students like books.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05966		NLLT	21	NA	2003	pp579–615	p588	XXd	"ex:The arrows show syntactic dependency links between words,|and the letters imposed on the arrows classify these dependen-|cies: ‘s’ for Subject, ‘o’ for Object and ‘a’ for Adjunct."												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05967		NLLT	21	NA	2003	pp579–615	p593	25	ex:I found a poor little cat lying in the road.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05968		NLLT	21	NA	2003	pp579–615	p593	26	ex:They’ve given poor me too much work.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05969		NLLT	21	NA	2003	pp579–615	p593	27	ex:I who stand before you can vouch for it.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05970		NLLT	21	NA	2003	pp579–615	p594	31	ex:I myself rather like it.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05971		NLLT	21	NA	2003	pp579–615	p594	32	ex:For me myself to enjoy the food I cook is unusual.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05972		NLLT	21	NA	2003	pp579–615	p594	34	ex:To work hard itself doesn’t worry me.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05973		NLLT	21	NA	2003	pp579–615	p594	35	ex:Working hard itself doesn’t worry me.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05974		NLLT	21	NA	2003	pp579–615	p594	36	"ex:She lost her temper with me, who really didn’t deserve it."												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05975		NLLT	21	NA	2003	pp579–615	p598	45	ex:They prevented us from ﬁnishing it/∗ its completion.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05976		NLLT	21	NA	2003	pp579–615	p598	46	ex:I object to him not yet having been given an appointment.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_05977		NLLT	21	NA	2003	pp579–615	p602	53	ex:Fast reading of linguistics articles is difﬁcult.												Constructed	file:Hudson2003_Article_GerundsWithoutPhraseStructure.html
NLLT_06222		NLLT	21	NA	2003	pp333–379	p354	39a	ex:ba’d´an qazâ mi-xor-am|later food indic.-eat-1sg|I will eat food later.												Constructed	file:Kahnemuyipour2003_Article_SyntacticCategoriesAndPersianS.html
NLLT_06223		NLLT	21	NA	2003	pp333–379	p354	39b	ex:in ketâb-o ba’d´ an mi-xun-am|this book-acc. later indic.-read-1sg|I will read this book later.												Constructed	file:Kahnemuyipour2003_Article_SyntacticCategoriesAndPersianS.html
NLLT_07800		NLLT	21	NA	2003	pp617–680	p622	4	ex:Vijay-ko Ravuu milaa.|Vijay-DAT Ravii-NOM ﬁnd/encouner-PERF|Vijay met Ravi unexpectedly.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07801		NLLT	21	NA	2003	pp617–680	p622	5a	ex:Anuu-ko Niinaa apnii bastii-m˜ e dikh ii.|Anu-DAT Nina-NOM self-GEN neighborhood-LOC appear-PERF|Anui saw Ninaj in self’si/∗j neighborhood.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07802		NLLT	21	NA	2003	pp617–680	p623	6a	ex:Niinaa Anuu-ko apnii bastii-m˜ e dikh ii.|Nina-NOM Anu-DAT self-GEN neighborhood-LOC appear-PERF|Anui saw Ninaj in self’si/j neighborhood.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07803		NLLT	21	NA	2003	pp617–680	p627	10a	ex:Mary-ka ai-eykey senmwul-ul cwu-ess-ta.|Mary-NOM child-DAT present-ACC give-PAST-DECL|Mary gave a present to the child.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07804		NLLT	21	NA	2003	pp617–680	p628	11a	ex:Mary-eykey kay-ka philyoha-ta.|Mary-DAT dog-NOM need-DECL|Mary needs a dog.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07805		NLLT	21	NA	2003	pp617–680	p628	12a	ex:John-eykey kohyang-i klip-ta.|John-DAT hometown-NOM be.missable-DECL|John misses his hometown.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07806		NLLT	21	NA	2003	pp617–680	p628	13a	ex:Lee kyoswunim-kkey kay-ka philyoha-si-ta.|Prof. Lee-DAT.HON dog-NOM need-HON-DECL|Prof. Lee (honoriﬁed) needs a dog.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07807		NLLT	21	NA	2003	pp617–680	p629	14a	ex:Halmeni-kkey kohyang-i kuliwu-si-ta.|grandmother-DAT.HON hometown-NOM be.missable-HON-DECL|Grandmother (honoriﬁed) misses her hometown.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07808		NLLT	21	NA	2003	pp617–680	p637	22a	ex:Niinaa-ne Mohan-ko [toﬁi]F OC d-ii.|Nina-ERG Mohan-DAT toffee-NOM give-PERF|Nina gave TOFFEE to Mohan.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07809		NLLT	21	NA	2003	pp617–680	p637	22b	ex:#Niinaa-ne [Mohan-ko]F OC toﬁi d-ii.|Nina-ERG Mohan-DAT toffee-NOM give-PERF|Nina gave toffee to MOHAN.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07810		NLLT	21	NA	2003	pp617–680	p637	23	ex:Naadyaa kahãã-se aa rahii hai?|Nadya-NOM where-from come STATE be.PRES|Where is Nadya coming from?												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07811		NLLT	21	NA	2003	pp617–680	p649	XXb	ex:Anuu-ko uskii bastii-m˜e dikh ii Niinaa.|Anu-DAT PRON-GEN neighborhood-LOC appear-PERF Nina-NOM|Anui saw Ninaj in herj/∗i neighborhood.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07812		NLLT	21	NA	2003	pp617–680	p665	64	ex:H ARMONY:|a. H ONCASE ⇔ LEVEL 3: Honoriﬁc case forms express honoriﬁc-|ation LEVEL whose value is 3.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07813		NLLT	21	NA	2003	pp617–680	p666	66	"ex:Faithfulness constraints|a. I DENT- IO ( HON )N , I DENT- IO ( HON )V : The value of the feature|HON in the input is preserved in the output."												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_07814		NLLT	21	NA	2003	pp617–680	p667	67	ex:Structural markedness constraints (*F EATURE)|∗|a. H ONN : Avoid an honoriﬁc form of a nominal.												Constructed	file:Lee2003_Article_ProminenceMismatchAndMarkednes.html
NLLT_09383		NLLT	21	NA	2003	pp381–432	p383	1	"ex:As for loudspeakers, these are the most reliable eN /ones."												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09384		NLLT	21	NA	2003	pp381–432	p384	2	ex:Who did the shark attack e?												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09385		NLLT	21	NA	2003	pp381–432	p384	3	ex:Whoi did the shark next to Johni attack ei ?												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09386		NLLT	21	NA	2003	pp381–432	p394	14	"ex:As for loudspeakers, these are the most reliable eN /ones."												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09387		NLLT	21	NA	2003	pp381–432	p403	25	"ex:Nena was selling all the cheap tickets and Aris should e, too."												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09388		NLLT	21	NA	2003	pp381–432	p405	28a	ex:Apektises [DP ∅ trapezi /trapezia /aksioprepia]?|acquired.2SG table /tables /dignity|Have you acquired a table/tables/dignity?												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09389		NLLT	21	NA	2003	pp381–432	p406	28b	ex:∗Afti askisi diatiri proarb iyii(s) Greek|this exercise keeps healthy(.PL)|This exercise keeps one healthy.												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09390		NLLT	21	NA	2003	pp381–432	p408	28c	ex:#pira|took.1SG|‘Did you take the coat?’ ‘I took it.’												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09391		NLLT	21	NA	2003	pp381–432	p408	XXc	ex:pira|took.1SG|‘Did you take a coat?’ ‘I took one.’												Constructed	file:Panagiotidis2003_Article_EmptyNouns.html
NLLT_09982		NLLT	21	NA	2003	pp89–155	p111	33a	ex:Tutaj sie pracuje sporo. (Pol)|Here Reﬂ work3S much|Here people work a lot.												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09983		NLLT	21	NA	2003	pp89–155	p111	33b	ex:Tukaj se veliko dela. (Slo)|Here Reﬂ work3S much|Here people work a lot.												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09984		NLLT	21	NA	2003	pp89–155	p111	33c	ex:Tuk se raboti mnogo. (Bul)|Here Reﬂ work3S much|Here people work a lot.												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09985		NLLT	21	NA	2003	pp89–155	p114	XXf	"ex:It has a human feature and no phi-features, and imposes the|same default morphological concord pattern as arbitrary PRO|on adjectives and participles, as in (34a–b)."												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09986		NLLT	21	NA	2003	pp89–155	p118	43	ex:Reﬂexivity Conditions:|a. Principle A: A reﬂexive marked predicate must be semantically|reﬂexive.												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09987		NLLT	21	NA	2003	pp89–155	p119	45	"ex:General Condition on A-chains:|A maximal A-chain (a1 , ... an ) contains exactly one link – a1 –|that is both +R and Case-marked."												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09988		NLLT	21	NA	2003	pp89–155	p132	XXc	"ex:Closure = binding:|The disclosed Indeﬁnite is bound to the dative (i.e., ‘closed’),|and inherits its semantic content."												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09989		NLLT	21	NA	2003	pp89–155	p136	67	"ex:cen nanje. (Slo)|... , toda nisem jih mogel jesti, ker sem alergiˇ|... but I could not eat them because I am allergic to them."												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09990		NLLT	21	NA	2003	pp89–155	p146	82	ex:Tu knihu se cˇ etlo dobˇre. (Cze)|this bookACC Reﬂ readNEU well|People read this book with ease.												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_09991		NLLT	21	NA	2003	pp89–155	p149	87a	"ex:In Cze and Bul passives, the reﬂexive clitic stands for an im-|plicit argument. In semantics, this argument consists of an|existential quantiﬁer and a variable."												Constructed	file:Rivero-Sheppard2003_Article_IndefiniteReflexiveCliticsInSl.html
NLLT_10399		NLLT	21	NA	2003	pp835–881	p840	7	ex:Well-formed Argument:|A well-formed argument consists of one a-variable carrying one|thematic index.												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10400		NLLT	21	NA	2003	pp835–881	p844	12	ex:and (14) above.												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10401		NLLT	21	NA	2003	pp835–881	p848	23a	ex:A chi ti rammarichi che lei abbia dato dei soldi?|to whom youreﬂ regret.2sg that she has given some money?|Who do you regret that she gave money to?												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10402		NLLT	21	NA	2003	pp835–881	p848	23b	ex:??A/Per chi ti rammarichi che lei abbia fatto una torta?|to/for whom youreﬂ regret.2sg that she has made a cake?|For whom do you regret that she made a cake?												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10403		NLLT	21	NA	2003	pp835–881	p849	23c	ex:??Con chi ti rammarichi che lei abbia visto una partita?|with whom youreﬂ regret.2sg that she has seen a match?|With whom do you regret that she saw a match?												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10404		NLLT	21	NA	2003	pp835–881	p856	XXb	"ex:Unaccusative nominalizations with (zev ((xi ))):|Caduta ‘a falling’, calata ‘a descending’, entrata ‘an entering’,|avanzata ‘an advancing’."												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10405		NLLT	21	NA	2003	pp835–881	p861	51	ex:below.												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10406		NLLT	21	NA	2003	pp835–881	p864	XXb	ex:∗ L’improvvisa caduta governativa in Argentina|the sudden fall governmental in Argentina.|The sudden governmental fall in Argentina.												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10407		NLLT	21	NA	2003	pp835–881	p864	58a	ex:L’interminabile entrata degli studenti in classe|the endless entry of.the students in classroom.|The endless entry of the students into the classroom.												Constructed	file:Samek-Lodovici2003_Article_TheInternalStructureOfArgument.html
NLLT_10416		NLLT	21	NA	2003	pp157–214	p183	XXb	ex:Ans (What John likes) = John likes himself|The unique exhaustive answer to ‘What does John like?’ is|‘John likes himself’												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_10417		NLLT	21	NA	2003	pp157–214	p188	54a	ex:John believes that some student is waiting for him.|b. Predicted implicature: It is not the case that John believes that|every student is waiting for him.												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_10418		NLLT	21	NA	2003	pp157–214	p204	83	"ex:The person John thinks that Mary likes? Himself, of course."												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_10419		NLLT	21	NA	2003	pp157–214	p204	XXb	ex:La sorella di Giannii loi vide|the sister of Gianni him saw|Giannii ’s sister saw himi .												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_10420		NLLT	21	NA	2003	pp157–214	p210	XXc	ex:a picture of hisi house is what nobodyi bought|∗|d. any wine was what nobody bought.												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_10421		NLLT	21	NA	2003	pp157–214	p211	XXc	ex:NPI connectivity involves c-command of the NPI by (elided)|negation in the full-IP syntactic representation of the post-|copular element.												Constructed	file:Schlenker2003_Article_ClausalEquationsANoteOnTheConn.html
NLLT_11111		NLLT	21	NA	2003	pp779–834	NA	1a	ex:John-wa hon-o/∗ ga yonda.|John-Top book-Acc/Nom read|John read a book.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11112		NLLT	21	NA	2003	pp779–834	NA	1b	ex:John-wa Mary-ni/∗ ga atta.|John-Top Mary-Dat/Nom met|John met Mary.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11113		NLLT	21	NA	2003	pp779–834	p780	2a	ex:John-wa dansu-ga/∗ o deki-ru.|John-Top dance-Nom/Acc capable.of-Pres|John is capable of dancing.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11114		NLLT	21	NA	2003	pp779–834	p780	2b	ex:John-wa eigo-ga/∗ o waka-ru.|John-Top English-Nom/Acc understand-Pres|John understands English.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11115		NLLT	21	NA	2003	pp779–834	p780	3a	ex:John-wa doitugo-o hanas-e-ru.|John-Top German-Acc speak-can-Pres|John can speak German.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11116		NLLT	21	NA	2003	pp779–834	p781	3b	ex:Keisatu-wa Bill-o hannin da to danteisita.|police-Top Bill-Acc culprit is that concluded|The police concluded of Bill that he was the culprit.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11117		NLLT	21	NA	2003	pp779–834	p781	5	ex:I believe of John that he is a genius.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_11118		NLLT	21	NA	2003	pp779–834	p781	6	ex:I believe John to be a genius.												Constructed	file:Takano2003_Article_NominativeObjectsInJapaneseCom.html
NLLT_00738		NLLT	22	NA	2004	pp1–49	p10	9	ex:Na posado˘ cnuju polosu prizemlilsja samolet.|onto runway-ACC landed airplane-NOM|The airplane landed on the runway.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00739		NLLT	22	NA	2004	pp1–49	p11	11	ex:U˘si zalo˘zilo|ears-ACC clogged-up|(my) ears got clogged up.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00740		NLLT	22	NA	2004	pp1–49	p11	13	ex:Lodku oprokinulo volnoj|boat-Acc knocked over wave-Instr|A/the boat was knocked over by a wave.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00741		NLLT	22	NA	2004	pp1–49	p11	14	ex:Soldata ranilo pulej|soldier-ACC wounded-3sg bullet-INSTR|A/the soldier was wounded by a bullet.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00742		NLLT	22	NA	2004	pp1–49	p12	16a	ex:U nas rodilas’ do˘ cka. PP-V-S|[at us] was born daughter-NOM|We had a daughter born.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00743		NLLT	22	NA	2004	pp1–49	p13	XXc	ex:U nix uexali deti davno. PP-V-S-adv|at them left children-NOM long ago|Their children left a long time ago.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00744		NLLT	22	NA	2004	pp1–49	p13	17a	ex:U nego byla interesnaja z ˘ izn’.|at him was [interesting life]-NOM|He had an interesting life.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00745		NLLT	22	NA	2004	pp1–49	p13	17b	ex:??U nego interesnaja z˘ izn’ byla.|at him [interesting life]-NOM was|He had an interesting life.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00746		NLLT	22	NA	2004	pp1–49	p13	18a	ex:U nego bylai v N’ju-Jorke interesnaja z ˘ izn’ ti|at him was in New York [interesting life]-NOM|He had an interesting life in New York.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00747		NLLT	22	NA	2004	pp1–49	p13	18b	ex:U nego bylai interesnaja z ˘ izn’ ti v N’ju-Jorke.|at him was [interesting life]-NOM in New York|He had an interesting life in New York.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00748		NLLT	22	NA	2004	pp1–49	p15	XXb	ex:Menja za˘ zalo!|me-Acc squeezed|I got squeezed.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00749		NLLT	22	NA	2004	pp1–49	p15	21a	ex:Sa˘ nravjatsja deti.|Sasha-DAT likes-pl children-NOM|Sasha likes children.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00750		NLLT	22	NA	2004	pp1–49	p15	21b	ex:Soldatam vidna doroga.|soldiers-DAT visible-adj-f.sg road-NOM-f-sg|The soldiers can see the road.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00751		NLLT	22	NA	2004	pp1–49	p16	23	ex:“Ni˘cego sebe!” skazal Petja.|-exclamation- said Petja-NOM|“Wow” said Petya.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00752		NLLT	22	NA	2004	pp1–49	p20	29	ex:Ivanovyx udivila fotograﬁja drug druga.|the Ivanovs-Acc surprised photograph each other-Gen|The Ivanovs were surprised by a photograph of each other.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00753		NLLT	22	NA	2004	pp1–49	p21	31a	ex:∗Oprokinuli lodkui na svoji pravyj bort|overturned boat-ACC onto self’s right side|They overturned the boati onto itsi side.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00754		NLLT	22	NA	2004	pp1–49	p21	31b	ex:??Lodkui oprokinulo na svoji pravyj bort|boat-ACC overturned onto self’s right side|The boat was overturned onto its side.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00755		NLLT	22	NA	2004	pp1–49	p21	33a	ex:??Svoji sobstvennyj dom byl u nasi|[self’s own house]-NOM was at us|We had our own home.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00756		NLLT	22	NA	2004	pp1–49	p21	33b	ex:U nasi byl svoji sobstvennyj dom|at us was [self’s own house]-NOM|We had our own home.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00757		NLLT	22	NA	2004	pp1–49	p22	35a	ex:∗Ivani ljubit egoi druzej.|Ivan-NOM loves [his friends]-ACC|Ivani loves his friendsi .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00758		NLLT	22	NA	2004	pp1–49	p23	35b	ex:??Egoi druzej ljubit Ivani|[his friends]-ACC loves Ivan-NOM|Hisi friends are loved by Ivani .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00759		NLLT	22	NA	2004	pp1–49	p23	35c	"ex:∗Egoi druzej, my xotim, c ˘ toby Ivani poljubil|[his friends]-ACC we want that Ivan-NOM love|Hisi friends, we want Ivani to love."												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00760		NLLT	22	NA	2004	pp1–49	p23	XXb	ex:?V egoi dome pojavilsja star˘sij brati|in his house appeared [older brother]-NOM|In hisi house appeared the older brotheri .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00761		NLLT	22	NA	2004	pp1–49	p23	37a	ex:∗Tol’ko Ma˘sai est’ u neei|only Masha-NOM is at her|Mashai is all shei has.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00762		NLLT	22	NA	2004	pp1–49	p23	37b	ex:? U neei est’ tol’ko Ma˘sai|at her is only Masha-NOM|All shei has is Mashai .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
