ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename																																																																																																																																																																																																																																									
NLLT_01156		NLLT	29	NA	2011	pp335–370	p349	40a	ex:Bill dimmed the lights half dim in/?for ?ve minutes.|b. Bill dimmed lights half dim for/??in ?ve minutes.|c. Bill dimmed the lights dimmer and dimmer for/??in ?ve minutes.												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01157		NLLT	29	NA	2011	pp335–370	p349	41a	ex:John drank a pint of ale in/?for an hour.|b. John drank ale for/??in an hour.|c. John drank at a pint of ale (slowly) for/??in an hour.												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01158		NLLT	29	NA	2011	pp335–370	p350	42a	"ex:? = some property/dimension (e.g. height, length, temperature, position).|b. S = a set of degrees for having property ? .|c. R = an ordering of members of S (which also determines directionality)."												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01159		NLLT	29	NA	2011	pp335–370	p351	45a	"ex:UP = the set of objects.|b. UE = the set of events.|c. UH = the set of connected, directed paths/scales."												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01160		NLLT	29	NA	2011	pp335–370	p351	46a	"ex:x may be a subpart of x (x <X x ) or a subpart or equal to x (x ?X x ).|b. x ?X x is the sum (or join) of x and x .|c. x is atomic iff for all x ?X x , x = x ."												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01161		NLLT	29	NA	2011	pp335–370	p353	51	ex:Strict Movement Relation: every unique part of e corresponds to a unique|part of s and vice versa; temporal adjacency in e corresponds to spatial/scalar|adjacency in s .												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01162		NLLT	29	NA	2011	pp335–370	p354	53	"ex:Figure/Path Relation: Every unique part of x corresponds to a unique part|of e . Each such subevent stands in a Strict Movement Relation to s , and the|sum of all such subevents constitutes e ."												Constructed	file:Beavers2011_Article_OnAffectedness.html																																																																																																																																																																																																																																									
NLLT_01258		NLLT	29	NA	2011	pp581–620	p586	8	ex:John is taller than Mary.												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01259		NLLT	29	NA	2011	pp581–620	p586	9	ex:More students read LGB than the MP.												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01260		NLLT	29	NA	2011	pp581–620	p587	10	ex:The standard is c-commanded by everything that c-commands the associate.												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01261		NLLT	29	NA	2011	pp581–620	p589	17a	ex:More people introduced himi to Sally than to the popstar that Peteri ac-|tually wanted to meet. (Carl Pollard p.c.)|b. More people introduced himi to Sally than to the woman that Peteri likes.												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01262		NLLT	29	NA	2011	pp581–620	p594	25	ex:[jab-se Mary aa-ii hai] [tab-se John khush hai].|when-from Mary come-Pfv.f be.Prs.Sg then-from John happy be.Prs.Sg|‘John has been happy since Mary arrived.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01263		NLLT	29	NA	2011	pp581–620	p606	44a	ex:Taroo-wa [Hanako-yori(mo)] kasikoi.|Taro-Top Hanako-than smart|‘Taro is smarter than Hanako.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01264		NLLT	29	NA	2011	pp581–620	p606	44b	ex:Taroo-wa [Hanako-yori(mo)] ooku-no hon-o yonda.|Taro-Top Hanako-than many-Gen book-Acc read|‘Taro read more books than Hanako.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01265		NLLT	29	NA	2011	pp581–620	p606	45a	ex:Taroo-wa [Hanako-yori] omosiroi hon-o yonda.|Taro-Top Hanako-than interesting book-Acc read|‘Taro read a more interesting book than Hanako.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01266		NLLT	29	NA	2011	pp581–620	p606	45b	ex:*Taroo-wa omosiroi hon-o [Hanako-yori] yonda.|Taro-Top interesting book-Acc Hanako-than read|‘Taro read a more interesting book than Hanako.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01267		NLLT	29	NA	2011	pp581–620	p607	XXb	ex:watasi-wa Taroo-yori tegami-o moraimasita.|I-Top Taro-from letter-Acc received|‘I received a letter from Taro.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01268		NLLT	29	NA	2011	pp581–620	p607	48a	ex:Taroo-wa [Hanako-ga yonda-yori] ooku-no hon-o yonda.|Taro-Top Hanako-Nom read-than many-Gen book-Acc read|‘Taro read more books than Hanako read.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01269		NLLT	29	NA	2011	pp581–620	p616	64a	ex:Taroo-wa [Hanako]-yori ooku-no hon-o yonda.|Taro-Top Hanako-than many-Gen book-Acc read|‘Taro read more books than Hanako.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01270		NLLT	29	NA	2011	pp581–620	p616	64b	ex:Taroo-wa [Hanako-ga yonda]-yori ooku-no hon-o yonda.|Taro-Top Hanako-Nom read-than many-Gen book-Acc read|‘Taro read more books than Hanako read.’												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01271		NLLT	29	NA	2011	pp581–620	p618	66	ex:John is taller than menormal /Iformal/uncommon/marked .												Constructed	file:Bhatt-Takahashi2011_Article_ReducedAndUnreducedPhrasalComp.html																																																																																																																																																																																																																																									
NLLT_01420		NLLT	29	NA	2011	pp1033–1069	p1058	5	ex:Subject-verb order: C’est les négociations que le ministre suspend...												Constructed	file:Bock-Middleton2011_Article_ReachingAgreement.html																																																																																																																																																																																																																																									
NLLT_01421		NLLT	29	NA	2011	pp1033–1069	p1058	6	ex:Verb-subject order: C’est les négociations que suspend le ministre...												Constructed	file:Bock-Middleton2011_Article_ReachingAgreement.html																																																																																																																																																																																																																																									
NLLT_01910		NLLT	29	NA	2011	pp3–70	p10	9	ex:Notational convention: optimum?suboptimum comparisons.|We write ‘q ? z’ to denote the comparison of a desired optimum q with its|competitor z. We will suppress the repeated input term whenever convenient.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01911		NLLT	29	NA	2011	pp3–70	p13	14	"ex:Constraint. A constraint assigns violations to candidates; thus, a constraint|is a function from the universal set of candidates U to the nonnegative inte-|gers, i.e. C:U?N."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01912		NLLT	29	NA	2011	pp3–70	p13	16	"ex:‘Better than on a constraint’. For x, y ? U, and for a constraint C ? , we|say ‘x is better than y on C’, writing x C y , iff C(x) < C(y). In this case,|we also say ‘x is locally better than y ’."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01913		NLLT	29	NA	2011	pp3–70	p13	18	"ex:Optimal. For x ? K, a candidate set, and a constraint hierarchy H, x is ‘opti-|mal’ on H (and in K) iff ¬?y ? K such that y H x . ‘No candidate is globally|better’."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01914		NLLT	29	NA	2011	pp3–70	p16	1	"ex:CT1 exempli?es what we will call the ‘Most Informative Basis’ (MIB): for each|ERC, it gives the fullest possible listing of constraints dominated by (some ele-|ment of) the W-set."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01915		NLLT	29	NA	2011	pp3–70	p16	2	"ex:CT3 is an instance of its direct opposite, the ‘Least Informative Basis’ (LIB),|because it is ?lled up with as many local disjunctions as possible, giving the|locally weakest (and most opaque) picture of the ranking structure."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01916		NLLT	29	NA	2011	pp3–70	p19	33	"ex:Informative. Let A be an ERC vector set, and b,c be ERC vectors. Sup-|pose also that A|={b,c}. Then ‘b is more informative than c about A’ iff b|asymmetrically entails c."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01917		NLLT	29	NA	2011	pp3–70	p20	36	"ex:Least Informative Basis (LIB). Let B be a basis for A. B is the LIB for|A iff B has the most W’s of any basis. Equivalently, iff for every b?B and|every x such that A|=x, if b|=x and x=b, then B\b?{x} is not a basis for A."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01918		NLLT	29	NA	2011	pp3–70	p21	1	"ex:Valid. Those lacking L impose no ranking requirements, because there is no|constraint that must be subordinated; they are therefore satis?ed by any hierarchy|and universally valid."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01919		NLLT	29	NA	2011	pp3–70	p21	42	"ex:Entailment over individual nontrivial vectors ? Arrow.|For a,b nontrivial, a?b iff a|=b.|Proof. ERA: 6, Prop 1.1."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01920		NLLT	29	NA	2011	pp3–70	p23	48	"ex:Fusion of vectors. Fuse coordinate-wise. Writing v[k ] for the k th coordinate|of v, we de?ne the coordinates of the vector a?b in terms of the fusion of its|coordinates."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01921		NLLT	29	NA	2011	pp3–70	p23	49	"ex:Notational convention: Fusion of sets of ERC vectors.|We write f A for the fusion of a nonempty set of ERC vectors A, with the|convenient proviso that f {v} = v for singleton sets."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01922		NLLT	29	NA	2011	pp3–70	p25	54	"ex:Closure: Fusion respects entailment.|A |= f A.|Proof. ERA: 10, Prop. 2.1."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01923		NLLT	29	NA	2011	pp3–70	p25	55	"ex:Entailment by fusion. Let v be an ERC vector and A a set of ERC vectors.|If A|=v, then for some X?A, f X|=v.|Proof. ERA: 14, Prop. 2.5."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01924		NLLT	29	NA	2011	pp3–70	p25	57	"ex:Arrow ? Entailment (all vectors).|If for some X?A we have f X?v, then A|=v.|Proof. Follows directly from ERA: 10, Prop. 2.1."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01925		NLLT	29	NA	2011	pp3–70	p26	58	"ex:Unsatis?ability via fusion.|No hierarchy satis?es A iff for some X?A, f X? L+ .|Proof. ERA Prop. 2.4:11."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01926		NLLT	29	NA	2011	pp3–70	p28	63	ex:Requirements for fusion–conjunction equivalence.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01927		NLLT	29	NA	2011	pp3–70	p33	78	ex:W-compliant. A is ‘W-compliant’ iff ?k f A[k ]=W ? a[k ]=W for all a?A.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01928		NLLT	29	NA	2011	pp3–70	p35	38	"ex:and thus not maximally informative. The MIB, then, consists of a set of|vectors with distinct W-sets, each one with the maximal L-set allowed for by its|proprietary W-set."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01929		NLLT	29	NA	2011	pp3–70	p38	90	ex:FRed(A) as a tree.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01930		NLLT	29	NA	2011	pp3–70	p39	91	ex:Crucial entailment in the course of FRed.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01931		NLLT	29	NA	2011	pp3–70	p42	97	ex:FRed(U) as a tree.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01932		NLLT	29	NA	2011	pp3–70	p51	124	"ex:FRed: Step 3 Revised. Entailment Check and the Skeletal Basis.|If f A?L+ , EXIT and announce: #Detect inconsistency.|‘A is unsatis?able.’"												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01933		NLLT	29	NA	2011	pp3–70	p51	125	"ex:Skeletal Basis. B is the skeletal basis for A iff B is a basis for A, and for|every b?B and for every x such that A|=x, if x >f b then replacing b in B|with x fails to yield a basis for A."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01934		NLLT	29	NA	2011	pp3–70	p54	128	ex:Atomic entailment check.|Let A be an ERC set or any of its info loss residues. Add f A to the MAG|iff f A is unentailed by the fusion of any of its info loss residues.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01935		NLLT	29	NA	2011	pp3–70	p54	132	"ex:Atomic generating set. G is an atomic generating set for A iff G is a gen-|erating set for A and, for every ERC (vector) ? , if A|=? , then there is a|? ?G such that ? |=? ."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01936		NLLT	29	NA	2011	pp3–70	p54	133	ex:Minimal Atomic Generator (MAG). G is a minimal atomic generator|(MAG) for A iff G is an atomic generator for A and no proper subset of G|is an atomic generator for A.												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01937		NLLT	29	NA	2011	pp3–70	p63	147	ex:Total = 1 + n + n(n ? 1) + n(n ? 1)(n ? 2) + · · · + n!												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01938		NLLT	29	NA	2011	pp3–70	p63	150	ex:Total ? (e ? 1)n!												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_01939		NLLT	29	NA	2011	pp3–70	p65	152	"ex:Entailment and ERC negative. For a nondegenerate, A|=a iff A?{?a}is|unsatis?able.|Proof. ERA: 13, Lemma (23)."												Constructed	file:Brasoveanu-Prince2011_Article_RankingAndNecessityTheFusional.html																																																																																																																																																																																																																																									
NLLT_02370		NLLT	29	NA	2011	pp71–122	p73	1	ex:I admire the house [which Le Corbusier built].												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02371		NLLT	29	NA	2011	pp71–122	p73	2	ex:[What Le Corbusier built] was not universally liked.												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02372		NLLT	29	NA	2011	pp71–122	p73	3	ex:I am con?dent [that Le Corbusier worked in Cambridge].												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02373		NLLT	29	NA	2011	pp71–122	p73	4	ex:She asked [whether Le Corbusier built that house].												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02374		NLLT	29	NA	2011	pp71–122	p74	6a	ex:pro pro pro a-f-j -š’ -|3PL . OBL - BEN-3SG . ERG-send-PAST|‘S/he sent him/her to them.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02375		NLLT	29	NA	2011	pp71–122	p74	7a	ex:m bz ?f e-r q -sj -thamat-Ø|that woman-ABS DIR-1SG . POSS-director-COP|‘That woman is my boss.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02376		NLLT	29	NA	2011	pp71–122	p75	7b	ex:bz ?f e-r w ne-m daxe-Ø|woman-ABS house-OBL beauty-COP|‘A woman is the ornament of a home.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02377		NLLT	29	NA	2011	pp71–122	p75	7c	ex:w ne-m daxe-r bz ?f -Ø|house-OBL beauty-ABS woman-COP|‘The ornament of a home is the woman.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02378		NLLT	29	NA	2011	pp71–122	p75	9	ex:se ps -Ø j -s-e-ˆ sW|1sg water LOC-1SG.ERG - PRES-drink|‘I {drink/am drinking} water.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02379		NLLT	29	NA	2011	pp71–122	p76	15	ex:s -?e? W w ne-m/w ne-Ø|1SG-look_for house-OBL/house-NULL|‘I am looking for a house.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02380		NLLT	29	NA	2011	pp71–122	p77	16	ex:thamate-šxW -Ø|director-big-NULL|‘a big boss’ (based on Sumbatova 2005: ex. 3)												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02381		NLLT	29	NA	2011	pp71–122	p78	XXb	ex:axe-me se s-a-š’e|3PL - ERG 1SG 1SG.ABS-3PL . ERG + PRES-lead|‘They are leading me.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02382		NLLT	29	NA	2011	pp71–122	p78	XXb	ex:sab j -r c ?. ’ale-xe-m Ø-a-š’e|child-ABS boy-PL - ERG 3SG.ABS-3PL . ERG + PRES-lead|‘The boys are leading the child.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02383		NLLT	29	NA	2011	pp71–122	p83	31	ex:c|boy-ABS ABS-yell-PRES-NEG|‘A/The boy is not screaming/yelling.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02384		NLLT	29	NA	2011	pp71–122	p86	41	ex:c|boy-PL - ERG letter-ABS 3SG.ABS-3PL . ERG-write-PAST|‘The boys wrote a/the letter.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02385		NLLT	29	NA	2011	pp71–122	p86	XXc	ex:’ale-xe-r1|letter-ABS 3SG . ABS-REL . ERG-write-PAST boy-PL - ABS|‘the boys that wrote a/the letter’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02386		NLLT	29	NA	2011	pp71–122	p87	XXb	ex:cW mpe1 daxe-Ø-x [DP a t1 erame-xe-r]|strawberry be_beautiful-PRES - PL that cluster-PL-ABS|‘Those strawberry clusters look beautiful.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02387		NLLT	29	NA	2011	pp71–122	p92	63	ex:[ e1 pj sme-r Ø- z 1 -tx - e]-m|letter-ABS 3SG . ABS-REL . ERG-write-PAST- OBL|‘the one that wrote a/the letter’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02388		NLLT	29	NA	2011	pp71–122	p96	74	ex:[DP -wase] qa W|3SG . POSS-price say.IMPERATIVE|‘Say how much this costs.’ (Lit.: ‘Say its price.’)												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02389		NLLT	29	NA	2011	pp71–122	p96	76	ex:[DP W eg W -r] q -s-a- W etež’ -r-ep|road-ABS DIR-1SG . OBL-3PL . ERG-retell-PRES - NEG|‘They would not tell me how to get there.’ (Lit.: ‘... tell me the road.’)												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02390		NLLT	29	NA	2011	pp71–122	p101	90	ex:Mira asked [who broke what].												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02391		NLLT	29	NA	2011	pp71–122	p102	XXb	ex:c m mašj ne-r|boy-ERG 3SG.ERG-break-PAST-INTERR this car-ABS|‘Did the boy break this car?’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02392		NLLT	29	NA	2011	pp71–122	p103	96	ex:*[? s -gW pš sa-|boy-ERG this car-ABS 3SG.ERG-break-PAST 1SG-think-PAST|‘I thought that the boy broke this car.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02393		NLLT	29	NA	2011	pp71–122	p103	98	ex:or as the complement of an interrogative predicate like ‘ask’ (99).												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02394		NLLT	29	NA	2011	pp71–122	p104	102	ex:[DP ? ewape-r] s -gW pš sa- -ep|answer-ABS 1SG-think-PAST- NEG|‘I could not think of an answer.’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02395		NLLT	29	NA	2011	pp71–122	p104	43	"ex:and (63)–(64), respectively."												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02396		NLLT	29	NA	2011	pp71–122	p111	121a	ex:I know that you are here.|b. I know the fact that you are here.|c. You are here in fact//In fact you are here.												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02397		NLLT	29	NA	2011	pp71–122	p114	127	ex:[ku kica-ka enkupha-n] [Libby-ka koso-toy-n] sasil|that reporter-NOM mention-ADN Libby-NOM indict-undergo-ADN fact|‘the fact that the reporter mentioned that Libby got indicted’												Constructed	file:Caponigro-Polinsky2011_Article_RelativeEmbeddingsACircassianP.html																																																																																																																																																																																																																																									
NLLT_02879		NLLT	29	NA	2011	pp371–421	p377	XXc	ex:en Pieter het [ ’n swart-e/*swart] gekoop.|and Pieter has a black-e/black bought|‘Jan bought a white rabbit and Pieter bought a black rabbit/a black one.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02880		NLLT	29	NA	2011	pp371–421	p379	19a	ex:Jan het [ ’n wit konyn] gekoop.|Jan has a white rabbit bought|‘Jan has bought a white rabbit.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02881		NLLT	29	NA	2011	pp371–421	p379	19b	ex:Jan het vandag [ ’n lang vergadering].|Jan has today a long meeting|‘Jan has a long meeting today.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02882		NLLT	29	NA	2011	pp371–421	p379	19c	ex:Dit is [ ’n mooi kind].|this is a beautiful child|‘This is a beautiful child.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02883		NLLT	29	NA	2011	pp371–421	p379	21a	"ex:’n lang lewendige vergadering|a long lively-e meeting|‘a long, lively meeting’"												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02884		NLLT	29	NA	2011	pp371–421	p379	21b	"ex:’n lelike groen romp|an ugly-e green dress|‘an ugly, green dress’"												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02885		NLLT	29	NA	2011	pp371–421	p382	26a	ex:Wil jy [’n rooi ?ets] of [ ’n wit een] hê?|would you a red bike or a white one have|‘Would you like to have a red bike or a white one?’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02886		NLLT	29	NA	2011	pp371–421	p382	28	ex:Jan het [ ’n groot wit konyn] gekoop...|Jan has a big white rabbit bought...|‘Jan bought a big white rabbit... ’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02887		NLLT	29	NA	2011	pp371–421	p383	XXc	ex:Dit is [ ’n dom en stoute]. [A &A]-e|this is a stupid and naughty-e|‘This is a stupid and naughty one.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02888		NLLT	29	NA	2011	pp371–421	p383	30a	ex:Marie is [ ’n gelukkige en dankbare vrou].|Marie is a happy-e and grateful-e woman|‘Marie is a happy and grateful woman.’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
NLLT_02889		NLLT	29	NA	2011	pp371–421	p384	31	ex:Jan het [ ’n groot wit konyn] gekoop...|Jan has a big white rabbit bought...|‘Jan bought a big white rabbit... ’												Constructed	file:Corver-Koppen2011_Article_NP-ellipsisWithAdjectivalRemna.html																																																																																																																																																																																																																																									
