"","X","ID","Item","Answer","NotAns","Cat","Col","NonNative","ForeignLang","Most","Number","Yes","Acc.Fil","Acc.Mtn","NotAll","LowAcc","LowMtn","C2.Weber","C3.Weber","Blue","Non.Blue","Yellow","PropTC","SupTC"
"586",802,"A26B18YJBK0RF5","Answer.3C_Bal.1",FALSE,0,"3C_Bal",3,0,1,1,1,0,97.2,100,0,0,0,0.67,1.33,8,12,6,0,1
"587",803,"A26B18YJBK0RF5","Answer.3C_Bal.2",FALSE,0,"3C_Bal",3,0,1,1,2,0,97.2,100,0,0,0,0.75,1.5,9,12,6,0,1
"588",804,"A26B18YJBK0RF5","Answer.3C_Bal.3",FALSE,0,"3C_Bal",3,0,1,1,3,0,97.2,100,0,0,0,0.82,1.5,9,11,6,0,1
"589",805,"A26B18YJBK0RF5","Answer.3C_Bal.4",FALSE,0,"3C_Bal",3,0,1,1,4,0,97.2,100,0,0,0,0.91,1.67,10,11,6,0,1
"590",806,"A26B18YJBK0RF5","Answer.3C_Bal.5",FALSE,0,"3C_Bal",3,0,1,1,5,0,97.2,100,0,0,0,1,1.67,10,10,6,0,1
"591",807,"A26B18YJBK0RF5","Answer.3C_Bal.6",TRUE,0,"3C_Bal",3,0,1,1,6,1,97.2,100,0,0,0,1.1,2.2,11,10,5,1,1
"592",808,"A26B18YJBK0RF5","Answer.3C_Bal.7",TRUE,0,"3C_Bal",3,0,1,1,7,1,97.2,100,0,0,0,1.22,2.2,11,9,5,1,1
"593",809,"A26B18YJBK0RF5","Answer.3C_Bal.8",TRUE,0,"3C_Bal",3,0,1,1,8,1,97.2,100,0,0,0,1.33,2.4,12,9,5,1,1
"594",810,"A26B18YJBK0RF5","Answer.3C_Bal.9",TRUE,0,"3C_Bal",3,0,1,1,9,1,97.2,100,0,0,0,1.5,3,12,8,4,1,1
"595",811,"A26B18YJBK0RF5","Answer.3C_Mild.1",FALSE,0,"3C_Mild",3,0,1,1,1,0,97.2,100,0,0,0,0.67,0.89,8,12,9,0,0
"596",812,"A26B18YJBK0RF5","Answer.3C_Mild.2",FALSE,0,"3C_Mild",3,0,1,1,2,0,97.2,100,0,0,0,0.75,1,9,12,9,0,0
"597",813,"A26B18YJBK0RF5","Answer.3C_Mild.3",FALSE,0,"3C_Mild",3,0,1,1,3,0,97.2,100,0,0,0,0.82,1.13,9,11,8,0,1
"598",814,"A26B18YJBK0RF5","Answer.3C_Mild.4",FALSE,0,"3C_Mild",3,0,1,1,4,0,97.2,100,0,0,0,0.91,1.25,10,11,8,0,1
"599",815,"A26B18YJBK0RF5","Answer.3C_Mild.5",TRUE,0,"3C_Mild",3,0,1,1,5,1,97.2,100,0,0,0,1,1.42,10,10,7,0,1
"600",816,"A26B18YJBK0RF5","Answer.3C_Mild.6",TRUE,0,"3C_Mild",3,0,1,1,6,1,97.2,100,0,0,0,1.1,1.57,11,10,7,1,1
"601",817,"A26B18YJBK0RF5","Answer.3C_Mild.7",TRUE,0,"3C_Mild",3,0,1,1,7,1,97.2,100,0,0,0,1.22,1.83,11,9,6,1,1
"602",818,"A26B18YJBK0RF5","Answer.3C_Mild.8",TRUE,0,"3C_Mild",3,0,1,1,8,1,97.2,100,0,0,0,1.33,1.71,12,9,7,1,1
"603",819,"A26B18YJBK0RF5","Answer.3C_Mild.9",TRUE,0,"3C_Mild",3,0,1,1,9,1,97.2,100,0,0,0,1.5,2,12,8,6,1,1
"604",820,"A26B18YJBK0RF5","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal",3,0,1,1,1,0,97.2,100,0,0,0,0.67,0.73,8,12,11,0,0
"605",821,"A26B18YJBK0RF5","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal",3,0,1,1,2,0,97.2,100,0,0,0,0.75,0.86,9,12,11,0,0
"606",822,"A26B18YJBK0RF5","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal",3,0,1,1,3,0,97.2,100,0,0,0,0.82,0.9,9,11,10,0,0
"607",823,"A26B18YJBK0RF5","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal",3,0,1,1,4,0,97.2,100,0,0,0,0.91,1,10,11,10,0,0
"608",824,"A26B18YJBK0RF5","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal",3,0,1,1,5,0,97.2,100,0,0,0,1,1.11,10,10,9,0,1
"609",825,"A26B18YJBK0RF5","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal",3,0,1,1,6,1,97.2,100,0,0,0,1.1,1.22,11,10,9,1,1
"610",826,"A26B18YJBK0RF5","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal",3,0,1,1,7,1,97.2,100,0,0,0,1.22,1.38,11,9,8,1,1
"611",827,"A26B18YJBK0RF5","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal",3,0,1,1,8,1,97.2,100,0,0,0,1.33,1.5,12,9,8,1,1
"612",828,"A26B18YJBK0RF5","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal",3,0,1,1,9,1,97.2,100,0,0,0,1.5,1.71,12,8,7,1,1
"613",865,"A37GWSF0SXK784","Answer.2C.1",FALSE,0,"2C",2,0,0,1,1,0,94.4,100,0,0,0,0.67,0.67,8,12,12,0,0
"614",866,"A37GWSF0SXK784","Answer.2C.2",FALSE,0,"2C",2,0,0,1,2,0,94.4,100,0,0,0,0.75,0.75,9,12,12,0,0
"615",867,"A37GWSF0SXK784","Answer.2C.3",FALSE,0,"2C",2,0,0,1,3,0,94.4,100,0,0,0,0.82,0.82,9,11,11,0,0
"616",868,"A37GWSF0SXK784","Answer.2C.4",FALSE,0,"2C",2,0,0,1,4,0,94.4,100,0,0,0,0.91,0.91,10,11,11,0,0
"617",869,"A37GWSF0SXK784","Answer.2C.5",FALSE,0,"2C",2,0,0,1,5,0,94.4,100,0,0,0,1,1,10,10,10,0,0
"618",870,"A37GWSF0SXK784","Answer.2C.6",TRUE,0,"2C",2,0,0,1,6,1,94.4,100,0,0,0,1.1,1.1,11,10,10,1,1
"619",871,"A37GWSF0SXK784","Answer.2C.7",TRUE,0,"2C",2,0,0,1,7,1,94.4,100,0,0,0,1.22,1.22,11,9,9,1,1
"620",872,"A37GWSF0SXK784","Answer.2C.8",FALSE,0,"2C",2,0,0,1,8,0,94.4,100,0,0,0,1.33,1.33,12,9,9,1,1
"621",873,"A37GWSF0SXK784","Answer.2C.9",TRUE,0,"2C",2,0,0,1,9,1,94.4,100,0,0,0,1.5,1.5,12,8,8,1,1
"622",874,"A37GWSF0SXK784","Answer.3C_Bal.1",FALSE,0,"3C_Bal",3,0,0,1,1,0,94.4,100,0,0,0,0.67,1.33,8,12,6,0,1
"623",875,"A37GWSF0SXK784","Answer.3C_Bal.2",FALSE,0,"3C_Bal",3,0,0,1,2,0,94.4,100,0,0,0,0.75,1.5,9,12,6,0,1
"624",876,"A37GWSF0SXK784","Answer.3C_Bal.3",TRUE,0,"3C_Bal",3,0,0,1,3,1,94.4,100,0,0,0,0.82,1.5,9,11,6,0,1
"625",877,"A37GWSF0SXK784","Answer.3C_Bal.4",FALSE,0,"3C_Bal",3,0,0,1,4,0,94.4,100,0,0,0,0.91,1.67,10,11,6,0,1
"626",878,"A37GWSF0SXK784","Answer.3C_Bal.5",TRUE,0,"3C_Bal",3,0,0,1,5,1,94.4,100,0,0,0,1,1.67,10,10,6,0,1
"627",879,"A37GWSF0SXK784","Answer.3C_Bal.6",TRUE,0,"3C_Bal",3,0,0,1,6,1,94.4,100,0,0,0,1.1,2.2,11,10,5,1,1
"628",880,"A37GWSF0SXK784","Answer.3C_Bal.7",TRUE,0,"3C_Bal",3,0,0,1,7,1,94.4,100,0,0,0,1.22,2.2,11,9,5,1,1
"629",881,"A37GWSF0SXK784","Answer.3C_Bal.8",TRUE,0,"3C_Bal",3,0,0,1,8,1,94.4,100,0,0,0,1.33,2.4,12,9,5,1,1
"630",882,"A37GWSF0SXK784","Answer.3C_Bal.9",TRUE,0,"3C_Bal",3,0,0,1,9,1,94.4,100,0,0,0,1.5,3,12,8,4,1,1
"631",883,"A37GWSF0SXK784","Answer.3C_Mild.1",FALSE,0,"3C_Mild",3,0,0,1,1,0,94.4,100,0,0,0,0.67,0.89,8,12,9,0,0
"632",884,"A37GWSF0SXK784","Answer.3C_Mild.2",FALSE,0,"3C_Mild",3,0,0,1,2,0,94.4,100,0,0,0,0.75,1,9,12,9,0,0
"633",885,"A37GWSF0SXK784","Answer.3C_Mild.3",FALSE,0,"3C_Mild",3,0,0,1,3,0,94.4,100,0,0,0,0.82,1.13,9,11,8,0,1
"634",886,"A37GWSF0SXK784","Answer.3C_Mild.4",TRUE,0,"3C_Mild",3,0,0,1,4,1,94.4,100,0,0,0,0.91,1.25,10,11,8,0,1
"635",887,"A37GWSF0SXK784","Answer.3C_Mild.5",TRUE,0,"3C_Mild",3,0,0,1,5,1,94.4,100,0,0,0,1,1.42,10,10,7,0,1
"636",888,"A37GWSF0SXK784","Answer.3C_Mild.6",FALSE,0,"3C_Mild",3,0,0,1,6,0,94.4,100,0,0,0,1.1,1.57,11,10,7,1,1
"637",889,"A37GWSF0SXK784","Answer.3C_Mild.7",TRUE,0,"3C_Mild",3,0,0,1,7,1,94.4,100,0,0,0,1.22,1.83,11,9,6,1,1
"638",890,"A37GWSF0SXK784","Answer.3C_Mild.8",TRUE,0,"3C_Mild",3,0,0,1,8,1,94.4,100,0,0,0,1.33,1.71,12,9,7,1,1
"639",891,"A37GWSF0SXK784","Answer.3C_Mild.9",TRUE,0,"3C_Mild",3,0,0,1,9,1,94.4,100,0,0,0,1.5,2,12,8,6,1,1
"640",892,"A37GWSF0SXK784","Answer.3C_Unbal.1",TRUE,0,"3C_Unbal",3,0,0,1,1,1,94.4,100,0,0,0,0.67,0.73,8,12,11,0,0
"641",893,"A37GWSF0SXK784","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal",3,0,0,1,2,0,94.4,100,0,0,0,0.75,0.86,9,12,11,0,0
"642",894,"A37GWSF0SXK784","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal",3,0,0,1,3,0,94.4,100,0,0,0,0.82,0.9,9,11,10,0,0
"643",895,"A37GWSF0SXK784","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal",3,0,0,1,4,0,94.4,100,0,0,0,0.91,1,10,11,10,0,0
"644",896,"A37GWSF0SXK784","Answer.3C_Unbal.5",TRUE,0,"3C_Unbal",3,0,0,1,5,1,94.4,100,0,0,0,1,1.11,10,10,9,0,1
"645",897,"A37GWSF0SXK784","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal",3,0,0,1,6,1,94.4,100,0,0,0,1.1,1.22,11,10,9,1,1
"646",898,"A37GWSF0SXK784","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal",3,0,0,1,7,1,94.4,100,0,0,0,1.22,1.38,11,9,8,1,1
"647",899,"A37GWSF0SXK784","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal",3,0,0,1,8,1,94.4,100,0,0,0,1.33,1.5,12,9,8,1,1
"648",900,"A37GWSF0SXK784","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal",3,0,0,1,9,1,94.4,100,0,0,0,1.5,1.71,12,8,7,1,1
"649",901,"A26F9VP8ELLZC4","Answer.2C.1",FALSE,0,"2C",2,0,0,1,1,0,93.1,100,0,0,0,0.67,0.67,8,12,12,0,0
"650",902,"A26F9VP8ELLZC4","Answer.2C.2",FALSE,0,"2C",2,0,0,1,2,0,93.1,100,0,0,0,0.75,0.75,9,12,12,0,0
"651",903,"A26F9VP8ELLZC4","Answer.2C.3",FALSE,0,"2C",2,0,0,1,3,0,93.1,100,0,0,0,0.82,0.82,9,11,11,0,0
"652",904,"A26F9VP8ELLZC4","Answer.2C.4",FALSE,0,"2C",2,0,0,1,4,0,93.1,100,0,0,0,0.91,0.91,10,11,11,0,0
"653",905,"A26F9VP8ELLZC4","Answer.2C.5",FALSE,0,"2C",2,0,0,1,5,0,93.1,100,0,0,0,1,1,10,10,10,0,0
"654",906,"A26F9VP8ELLZC4","Answer.2C.6",TRUE,0,"2C",2,0,0,1,6,1,93.1,100,0,0,0,1.1,1.1,11,10,10,1,1
"655",907,"A26F9VP8ELLZC4","Answer.2C.7",TRUE,0,"2C",2,0,0,1,7,1,93.1,100,0,0,0,1.22,1.22,11,9,9,1,1
"656",908,"A26F9VP8ELLZC4","Answer.2C.8",TRUE,0,"2C",2,0,0,1,8,1,93.1,100,0,0,0,1.33,1.33,12,9,9,1,1
"657",909,"A26F9VP8ELLZC4","Answer.2C.9",TRUE,0,"2C",2,0,0,1,9,1,93.1,100,0,0,0,1.5,1.5,12,8,8,1,1
"658",910,"A26F9VP8ELLZC4","Answer.3C_Bal.1",FALSE,0,"3C_Bal",3,0,0,1,1,0,93.1,100,0,0,0,0.67,1.33,8,12,6,0,1
"659",911,"A26F9VP8ELLZC4","Answer.3C_Bal.2",FALSE,0,"3C_Bal",3,0,0,1,2,0,93.1,100,0,0,0,0.75,1.5,9,12,6,0,1
"660",912,"A26F9VP8ELLZC4","Answer.3C_Bal.3",FALSE,0,"3C_Bal",3,0,0,1,3,0,93.1,100,0,0,0,0.82,1.5,9,11,6,0,1
"661",913,"A26F9VP8ELLZC4","Answer.3C_Bal.4",FALSE,0,"3C_Bal",3,0,0,1,4,0,93.1,100,0,0,0,0.91,1.67,10,11,6,0,1
"662",914,"A26F9VP8ELLZC4","Answer.3C_Bal.5",FALSE,0,"3C_Bal",3,0,0,1,5,0,93.1,100,0,0,0,1,1.67,10,10,6,0,1
"663",915,"A26F9VP8ELLZC4","Answer.3C_Bal.6",TRUE,0,"3C_Bal",3,0,0,1,6,1,93.1,100,0,0,0,1.1,2.2,11,10,5,1,1
"664",916,"A26F9VP8ELLZC4","Answer.3C_Bal.7",TRUE,0,"3C_Bal",3,0,0,1,7,1,93.1,100,0,0,0,1.22,2.2,11,9,5,1,1
"665",917,"A26F9VP8ELLZC4","Answer.3C_Bal.8",TRUE,0,"3C_Bal",3,0,0,1,8,1,93.1,100,0,0,0,1.33,2.4,12,9,5,1,1
"666",918,"A26F9VP8ELLZC4","Answer.3C_Bal.9",TRUE,0,"3C_Bal",3,0,0,1,9,1,93.1,100,0,0,0,1.5,3,12,8,4,1,1
"667",919,"A26F9VP8ELLZC4","Answer.3C_Mild.1",FALSE,0,"3C_Mild",3,0,0,1,1,0,93.1,100,0,0,0,0.67,0.89,8,12,9,0,0
"668",920,"A26F9VP8ELLZC4","Answer.3C_Mild.2",FALSE,0,"3C_Mild",3,0,0,1,2,0,93.1,100,0,0,0,0.75,1,9,12,9,0,0
"669",921,"A26F9VP8ELLZC4","Answer.3C_Mild.3",FALSE,0,"3C_Mild",3,0,0,1,3,0,93.1,100,0,0,0,0.82,1.13,9,11,8,0,1
"670",922,"A26F9VP8ELLZC4","Answer.3C_Mild.4",FALSE,0,"3C_Mild",3,0,0,1,4,0,93.1,100,0,0,0,0.91,1.25,10,11,8,0,1
"671",923,"A26F9VP8ELLZC4","Answer.3C_Mild.5",TRUE,0,"3C_Mild",3,0,0,1,5,1,93.1,100,0,0,0,1,1.42,10,10,7,0,1
"672",924,"A26F9VP8ELLZC4","Answer.3C_Mild.6",TRUE,0,"3C_Mild",3,0,0,1,6,1,93.1,100,0,0,0,1.1,1.57,11,10,7,1,1
"673",925,"A26F9VP8ELLZC4","Answer.3C_Mild.7",TRUE,0,"3C_Mild",3,0,0,1,7,1,93.1,100,0,0,0,1.22,1.83,11,9,6,1,1
"674",926,"A26F9VP8ELLZC4","Answer.3C_Mild.8",TRUE,0,"3C_Mild",3,0,0,1,8,1,93.1,100,0,0,0,1.33,1.71,12,9,7,1,1
"675",927,"A26F9VP8ELLZC4","Answer.3C_Mild.9",TRUE,0,"3C_Mild",3,0,0,1,9,1,93.1,100,0,0,0,1.5,2,12,8,6,1,1
"676",928,"A26F9VP8ELLZC4","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal",3,0,0,1,1,0,93.1,100,0,0,0,0.67,0.73,8,12,11,0,0
"677",929,"A26F9VP8ELLZC4","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal",3,0,0,1,2,0,93.1,100,0,0,0,0.75,0.86,9,12,11,0,0
"678",930,"A26F9VP8ELLZC4","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal",3,0,0,1,3,0,93.1,100,0,0,0,0.82,0.9,9,11,10,0,0
"679",931,"A26F9VP8ELLZC4","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal",3,0,0,1,4,0,93.1,100,0,0,0,0.91,1,10,11,10,0,0
"680",932,"A26F9VP8ELLZC4","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal",3,0,0,1,5,0,93.1,100,0,0,0,1,1.11,10,10,9,0,1
"681",933,"A26F9VP8ELLZC4","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal",3,0,0,1,6,1,93.1,100,0,0,0,1.1,1.22,11,10,9,1,1
"682",934,"A26F9VP8ELLZC4","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal",3,0,0,1,7,1,93.1,100,0,0,0,1.22,1.38,11,9,8,1,1
"683",935,"A26F9VP8ELLZC4","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal",3,0,0,1,8,1,93.1,100,0,0,0,1.33,1.5,12,9,8,1,1
"684",936,"A26F9VP8ELLZC4","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal",3,0,0,1,9,1,93.1,100,0,0,0,1.5,1.71,12,8,7,1,1
"685",937,"A3B7E6DKS80LPK","Answer.2C.1",FALSE,0,"2C",2,0,1,1,1,0,94.4,100,0,0,0,0.67,0.67,8,12,12,0,0
"686",938,"A3B7E6DKS80LPK","Answer.2C.2",FALSE,0,"2C",2,0,1,1,2,0,94.4,100,0,0,0,0.75,0.75,9,12,12,0,0
"687",939,"A3B7E6DKS80LPK","Answer.2C.3",FALSE,0,"2C",2,0,1,1,3,0,94.4,100,0,0,0,0.82,0.82,9,11,11,0,0
"688",940,"A3B7E6DKS80LPK","Answer.2C.4",FALSE,0,"2C",2,0,1,1,4,0,94.4,100,0,0,0,0.91,0.91,10,11,11,0,0
"689",941,"A3B7E6DKS80LPK","Answer.2C.5",FALSE,0,"2C",2,0,1,1,5,0,94.4,100,0,0,0,1,1,10,10,10,0,0
"690",942,"A3B7E6DKS80LPK","Answer.2C.6",TRUE,0,"2C",2,0,1,1,6,1,94.4,100,0,0,0,1.1,1.1,11,10,10,1,1
"691",943,"A3B7E6DKS80LPK","Answer.2C.7",TRUE,0,"2C",2,0,1,1,7,1,94.4,100,0,0,0,1.22,1.22,11,9,9,1,1
"692",944,"A3B7E6DKS80LPK","Answer.2C.8",TRUE,0,"2C",2,0,1,1,8,1,94.4,100,0,0,0,1.33,1.33,12,9,9,1,1
"693",945,"A3B7E6DKS80LPK","Answer.2C.9",TRUE,0,"2C",2,0,1,1,9,1,94.4,100,0,0,0,1.5,1.5,12,8,8,1,1
"694",946,"A3B7E6DKS80LPK","Answer.3C_Bal.1",FALSE,0,"3C_Bal",3,0,1,1,1,0,94.4,100,0,0,0,0.67,1.33,8,12,6,0,1
"695",947,"A3B7E6DKS80LPK","Answer.3C_Bal.2",FALSE,0,"3C_Bal",3,0,1,1,2,0,94.4,100,0,0,0,0.75,1.5,9,12,6,0,1
"696",948,"A3B7E6DKS80LPK","Answer.3C_Bal.3",FALSE,0,"3C_Bal",3,0,1,1,3,0,94.4,100,0,0,0,0.82,1.5,9,11,6,0,1
"697",949,"A3B7E6DKS80LPK","Answer.3C_Bal.4",FALSE,0,"3C_Bal",3,0,1,1,4,0,94.4,100,0,0,0,0.91,1.67,10,11,6,0,1
"698",950,"A3B7E6DKS80LPK","Answer.3C_Bal.5",FALSE,0,"3C_Bal",3,0,1,1,5,0,94.4,100,0,0,0,1,1.67,10,10,6,0,1
"699",951,"A3B7E6DKS80LPK","Answer.3C_Bal.6",TRUE,0,"3C_Bal",3,0,1,1,6,1,94.4,100,0,0,0,1.1,2.2,11,10,5,1,1
"700",952,"A3B7E6DKS80LPK","Answer.3C_Bal.7",TRUE,0,"3C_Bal",3,0,1,1,7,1,94.4,100,0,0,0,1.22,2.2,11,9,5,1,1
"701",953,"A3B7E6DKS80LPK","Answer.3C_Bal.8",TRUE,0,"3C_Bal",3,0,1,1,8,1,94.4,100,0,0,0,1.33,2.4,12,9,5,1,1
"702",954,"A3B7E6DKS80LPK","Answer.3C_Bal.9",TRUE,0,"3C_Bal",3,0,1,1,9,1,94.4,100,0,0,0,1.5,3,12,8,4,1,1
"703",955,"A3B7E6DKS80LPK","Answer.3C_Mild.1",FALSE,0,"3C_Mild",3,0,1,1,1,0,94.4,100,0,0,0,0.67,0.89,8,12,9,0,0
"704",956,"A3B7E6DKS80LPK","Answer.3C_Mild.2",FALSE,0,"3C_Mild",3,0,1,1,2,0,94.4,100,0,0,0,0.75,1,9,12,9,0,0
"705",957,"A3B7E6DKS80LPK","Answer.3C_Mild.3",FALSE,0,"3C_Mild",3,0,1,1,3,0,94.4,100,0,0,0,0.82,1.13,9,11,8,0,1
"706",958,"A3B7E6DKS80LPK","Answer.3C_Mild.4",FALSE,0,"3C_Mild",3,0,1,1,4,0,94.4,100,0,0,0,0.91,1.25,10,11,8,0,1
"707",959,"A3B7E6DKS80LPK","Answer.3C_Mild.5",TRUE,0,"3C_Mild",3,0,1,1,5,1,94.4,100,0,0,0,1,1.42,10,10,7,0,1
"708",960,"A3B7E6DKS80LPK","Answer.3C_Mild.6",TRUE,0,"3C_Mild",3,0,1,1,6,1,94.4,100,0,0,0,1.1,1.57,11,10,7,1,1
"709",961,"A3B7E6DKS80LPK","Answer.3C_Mild.7",TRUE,0,"3C_Mild",3,0,1,1,7,1,94.4,100,0,0,0,1.22,1.83,11,9,6,1,1
"710",962,"A3B7E6DKS80LPK","Answer.3C_Mild.8",TRUE,0,"3C_Mild",3,0,1,1,8,1,94.4,100,0,0,0,1.33,1.71,12,9,7,1,1
"711",963,"A3B7E6DKS80LPK","Answer.3C_Mild.9",TRUE,0,"3C_Mild",3,0,1,1,9,1,94.4,100,0,0,0,1.5,2,12,8,6,1,1
"712",964,"A3B7E6DKS80LPK","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal",3,0,1,1,1,0,94.4,100,0,0,0,0.67,0.73,8,12,11,0,0
"713",965,"A3B7E6DKS80LPK","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal",3,0,1,1,2,0,94.4,100,0,0,0,0.75,0.86,9,12,11,0,0
"714",966,"A3B7E6DKS80LPK","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal",3,0,1,1,3,0,94.4,100,0,0,0,0.82,0.9,9,11,10,0,0
"715",967,"A3B7E6DKS80LPK","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal",3,0,1,1,4,0,94.4,100,0,0,0,0.91,1,10,11,10,0,0
"716",968,"A3B7E6DKS80LPK","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal",3,0,1,1,5,0,94.4,100,0,0,0,1,1.11,10,10,9,0,1
"717",969,"A3B7E6DKS80LPK","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal",3,0,1,1,6,1,94.4,100,0,0,0,1.1,1.22,11,10,9,1,1
"718",970,"A3B7E6DKS80LPK","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal",3,0,1,1,7,1,94.4,100,0,0,0,1.22,1.38,11,9,8,1,1
"719",971,"A3B7E6DKS80LPK","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal",3,0,1,1,8,1,94.4,100,0,0,0,1.33,1.5,12,9,8,1,1
"720",972,"A3B7E6DKS80LPK","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal",3,0,1,1,9,1,94.4,100,0,0,0,1.5,1.71,12,8,7,1,1
"721",973,"A2EEUQ0YY2XIU","Answer.2C.1",FALSE,0,"2C",2,0,0,1,1,0,84.7,87.5,0,0,0,0.67,0.67,8,12,12,0,0
"722",974,"A2EEUQ0YY2XIU","Answer.2C.2",FALSE,0,"2C",2,0,0,1,2,0,84.7,87.5,0,0,0,0.75,0.75,9,12,12,0,0
"723",975,"A2EEUQ0YY2XIU","Answer.2C.3",FALSE,0,"2C",2,0,0,1,3,0,84.7,87.5,0,0,0,0.82,0.82,9,11,11,0,0
"724",976,"A2EEUQ0YY2XIU","Answer.2C.4",FALSE,0,"2C",2,0,0,1,4,0,84.7,87.5,0,0,0,0.91,0.91,10,11,11,0,0
"725",977,"A2EEUQ0YY2XIU","Answer.2C.5",FALSE,0,"2C",2,0,0,1,5,0,84.7,87.5,0,0,0,1,1,10,10,10,0,0
"726",978,"A2EEUQ0YY2XIU","Answer.2C.6",TRUE,0,"2C",2,0,0,1,6,1,84.7,87.5,0,0,0,1.1,1.1,11,10,10,1,1
"727",979,"A2EEUQ0YY2XIU","Answer.2C.7",TRUE,0,"2C",2,0,0,1,7,1,84.7,87.5,0,0,0,1.22,1.22,11,9,9,1,1
"728",980,"A2EEUQ0YY2XIU","Answer.2C.8",TRUE,0,"2C",2,0,0,1,8,1,84.7,87.5,0,0,0,1.33,1.33,12,9,9,1,1
"729",981,"A2EEUQ0YY2XIU","Answer.2C.9",TRUE,0,"2C",2,0,0,1,9,1,84.7,87.5,0,0,0,1.5,1.5,12,8,8,1,1
"730",982,"A2EEUQ0YY2XIU","Answer.3C_Bal.1",TRUE,0,"3C_Bal",3,0,0,1,1,1,84.7,87.5,0,0,0,0.67,1.33,8,12,6,0,1
"731",983,"A2EEUQ0YY2XIU","Answer.3C_Bal.2",FALSE,0,"3C_Bal",3,0,0,1,2,0,84.7,87.5,0,0,0,0.75,1.5,9,12,6,0,1
"732",984,"A2EEUQ0YY2XIU","Answer.3C_Bal.3",TRUE,0,"3C_Bal",3,0,0,1,3,1,84.7,87.5,0,0,0,0.82,1.5,9,11,6,0,1
"733",985,"A2EEUQ0YY2XIU","Answer.3C_Bal.4",FALSE,0,"3C_Bal",3,0,0,1,4,0,84.7,87.5,0,0,0,0.91,1.67,10,11,6,0,1
"734",986,"A2EEUQ0YY2XIU","Answer.3C_Bal.5",FALSE,0,"3C_Bal",3,0,0,1,5,0,84.7,87.5,0,0,0,1,1.67,10,10,6,0,1
"735",987,"A2EEUQ0YY2XIU","Answer.3C_Bal.6",TRUE,0,"3C_Bal",3,0,0,1,6,1,84.7,87.5,0,0,0,1.1,2.2,11,10,5,1,1
"736",988,"A2EEUQ0YY2XIU","Answer.3C_Bal.7",TRUE,0,"3C_Bal",3,0,0,1,7,1,84.7,87.5,0,0,0,1.22,2.2,11,9,5,1,1
"737",989,"A2EEUQ0YY2XIU","Answer.3C_Bal.8",TRUE,0,"3C_Bal",3,0,0,1,8,1,84.7,87.5,0,0,0,1.33,2.4,12,9,5,1,1
"738",990,"A2EEUQ0YY2XIU","Answer.3C_Bal.9",TRUE,0,"3C_Bal",3,0,0,1,9,1,84.7,87.5,0,0,0,1.5,3,12,8,4,1,1
"739",991,"A2EEUQ0YY2XIU","Answer.3C_Mild.1",FALSE,0,"3C_Mild",3,0,0,1,1,0,84.7,87.5,0,0,0,0.67,0.89,8,12,9,0,0
"740",992,"A2EEUQ0YY2XIU","Answer.3C_Mild.2",FALSE,0,"3C_Mild",3,0,0,1,2,0,84.7,87.5,0,0,0,0.75,1,9,12,9,0,0
"741",993,"A2EEUQ0YY2XIU","Answer.3C_Mild.3",FALSE,0,"3C_Mild",3,0,0,1,3,0,84.7,87.5,0,0,0,0.82,1.13,9,11,8,0,1
"742",994,"A2EEUQ0YY2XIU","Answer.3C_Mild.4",TRUE,0,"3C_Mild",3,0,0,1,4,1,84.7,87.5,0,0,0,0.91,1.25,10,11,8,0,1
