"","ID","Item","Answer","NotAns","Cat","Col","NonNative","ForeignLang","Most","Number","Yes","Acc.Fil","Acc.Mtn","NotAll","LowAcc","LowMtn","C2.Weber","C3.Weber","Blue","Non.Blue","Yellow"
"3842","A2WWLL201BBG82","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,91.7,100,0,0,0,1.33,1.71,12,9,7
"3843","A2WWLL201BBG82","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,91.7,100,0,0,0,1.5,2,12,8,6
"3844","A2WWLL201BBG82","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,91.7,100,0,0,0,0.67,0.73,8,12,11
"3845","A2WWLL201BBG82","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,91.7,100,0,0,0,0.75,0.86,9,12,11
"3846","A2WWLL201BBG82","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,91.7,100,0,0,0,0.82,0.9,9,11,10
"3847","A2WWLL201BBG82","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,91.7,100,0,0,0,0.91,1,10,11,10
"3848","A2WWLL201BBG82","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,91.7,100,0,0,0,1,1.11,10,10,9
"3849","A2WWLL201BBG82","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,0,6,1,91.7,100,0,0,0,1.1,1.22,11,10,9
"3850","A2WWLL201BBG82","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,91.7,100,0,0,0,1.22,1.38,11,9,8
"3851","A2WWLL201BBG82","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,91.7,100,0,0,0,1.33,1.5,12,9,8
"3852","A2WWLL201BBG82","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,91.7,100,0,0,0,1.5,1.71,12,8,7
"3853","A19DUUM7N0NQF7","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,88.9,100,0,0,0,0.67,0.67,8,12,12
"3854","A19DUUM7N0NQF7","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,88.9,100,0,0,0,0.75,0.75,9,12,12
"3855","A19DUUM7N0NQF7","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,88.9,100,0,0,0,0.82,0.82,9,11,11
"3856","A19DUUM7N0NQF7","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,88.9,100,0,0,0,0.91,0.91,10,11,11
"3857","A19DUUM7N0NQF7","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,88.9,100,0,0,0,1,1,10,10,10
"3858","A19DUUM7N0NQF7","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,88.9,100,0,0,0,1.1,1.1,11,10,10
"3859","A19DUUM7N0NQF7","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,88.9,100,0,0,0,1.22,1.22,11,9,9
"3860","A19DUUM7N0NQF7","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,88.9,100,0,0,0,1.33,1.33,12,9,9
"3861","A19DUUM7N0NQF7","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,88.9,100,0,0,0,1.5,1.5,12,8,8
"3862","A19DUUM7N0NQF7","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,88.9,100,0,0,0,0.67,1.33,8,12,6
"3863","A19DUUM7N0NQF7","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,88.9,100,0,0,0,0.75,1.5,9,12,6
"3864","A19DUUM7N0NQF7","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,88.9,100,0,0,0,0.82,1.5,9,11,6
"3865","A19DUUM7N0NQF7","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,88.9,100,0,0,0,0.91,1.67,10,11,6
"3866","A19DUUM7N0NQF7","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,88.9,100,0,0,0,1,1.67,10,10,6
"3867","A19DUUM7N0NQF7","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,0,6,1,88.9,100,0,0,0,1.1,2.2,11,10,5
"3868","A19DUUM7N0NQF7","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,88.9,100,0,0,0,1.22,2.2,11,9,5
"3869","A19DUUM7N0NQF7","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,88.9,100,0,0,0,1.33,2.4,12,9,5
"3870","A19DUUM7N0NQF7","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,88.9,100,0,0,0,1.5,3,12,8,4
"3871","A19DUUM7N0NQF7","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,88.9,100,0,0,0,0.67,0.89,8,12,9
"3872","A19DUUM7N0NQF7","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,88.9,100,0,0,0,0.75,1,9,12,9
"3873","A19DUUM7N0NQF7","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,0,3,0,88.9,100,0,0,0,0.82,1.13,9,11,8
"3874","A19DUUM7N0NQF7","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,0,4,0,88.9,100,0,0,0,0.91,1.25,10,11,8
"3875","A19DUUM7N0NQF7","Answer.3C_Mild.5",FALSE,0,"3C_Mild","3",0,0,0,5,0,88.9,100,0,0,0,1,1.42,10,10,7
"3876","A19DUUM7N0NQF7","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,88.9,100,0,0,0,1.1,1.57,11,10,7
"3877","A19DUUM7N0NQF7","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,88.9,100,0,0,0,1.22,1.83,11,9,6
"3878","A19DUUM7N0NQF7","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,88.9,100,0,0,0,1.33,1.71,12,9,7
"3879","A19DUUM7N0NQF7","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,88.9,100,0,0,0,1.5,2,12,8,6
"3880","A19DUUM7N0NQF7","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,88.9,100,0,0,0,0.67,0.73,8,12,11
"3881","A19DUUM7N0NQF7","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,88.9,100,0,0,0,0.75,0.86,9,12,11
"3882","A19DUUM7N0NQF7","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,88.9,100,0,0,0,0.82,0.9,9,11,10
"3883","A19DUUM7N0NQF7","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,88.9,100,0,0,0,0.91,1,10,11,10
"3884","A19DUUM7N0NQF7","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,88.9,100,0,0,0,1,1.11,10,10,9
"3885","A19DUUM7N0NQF7","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,0,6,1,88.9,100,0,0,0,1.1,1.22,11,10,9
"3886","A19DUUM7N0NQF7","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,88.9,100,0,0,0,1.22,1.38,11,9,8
"3887","A19DUUM7N0NQF7","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,88.9,100,0,0,0,1.33,1.5,12,9,8
"3888","A19DUUM7N0NQF7","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,88.9,100,0,0,0,1.5,1.71,12,8,7
"3889","A70L26UXLTGLC","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,97.2,100,0,0,0,0.67,0.67,8,12,12
"3890","A70L26UXLTGLC","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,97.2,100,0,0,0,0.75,0.75,9,12,12
"3891","A70L26UXLTGLC","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,97.2,100,0,0,0,0.82,0.82,9,11,11
"3892","A70L26UXLTGLC","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,97.2,100,0,0,0,0.91,0.91,10,11,11
"3893","A70L26UXLTGLC","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,97.2,100,0,0,0,1,1,10,10,10
"3894","A70L26UXLTGLC","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,97.2,100,0,0,0,1.1,1.1,11,10,10
"3895","A70L26UXLTGLC","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,97.2,100,0,0,0,1.22,1.22,11,9,9
"3896","A70L26UXLTGLC","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,97.2,100,0,0,0,1.33,1.33,12,9,9
"3897","A70L26UXLTGLC","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,97.2,100,0,0,0,1.5,1.5,12,8,8
"3898","A70L26UXLTGLC","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,97.2,100,0,0,0,0.67,1.33,8,12,6
"3899","A70L26UXLTGLC","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,97.2,100,0,0,0,0.75,1.5,9,12,6
"3900","A70L26UXLTGLC","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,97.2,100,0,0,0,0.82,1.5,9,11,6
"3901","A70L26UXLTGLC","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,97.2,100,0,0,0,0.91,1.67,10,11,6
"3902","A70L26UXLTGLC","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,97.2,100,0,0,0,1,1.67,10,10,6
"3903","A70L26UXLTGLC","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,0,6,1,97.2,100,0,0,0,1.1,2.2,11,10,5
"3904","A70L26UXLTGLC","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,97.2,100,0,0,0,1.22,2.2,11,9,5
"3905","A70L26UXLTGLC","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,97.2,100,0,0,0,1.33,2.4,12,9,5
"3906","A70L26UXLTGLC","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,97.2,100,0,0,0,1.5,3,12,8,4
"3907","A70L26UXLTGLC","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,97.2,100,0,0,0,0.67,0.89,8,12,9
"3908","A70L26UXLTGLC","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,97.2,100,0,0,0,0.75,1,9,12,9
"3909","A70L26UXLTGLC","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,0,3,0,97.2,100,0,0,0,0.82,1.13,9,11,8
"3910","A70L26UXLTGLC","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,0,4,0,97.2,100,0,0,0,0.91,1.25,10,11,8
"3911","A70L26UXLTGLC","Answer.3C_Mild.5",FALSE,0,"3C_Mild","3",0,0,0,5,0,97.2,100,0,0,0,1,1.42,10,10,7
"3912","A70L26UXLTGLC","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,97.2,100,0,0,0,1.1,1.57,11,10,7
"3913","A70L26UXLTGLC","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,97.2,100,0,0,0,1.22,1.83,11,9,6
"3914","A70L26UXLTGLC","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,97.2,100,0,0,0,1.33,1.71,12,9,7
"3915","A70L26UXLTGLC","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,97.2,100,0,0,0,1.5,2,12,8,6
"3916","A70L26UXLTGLC","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,97.2,100,0,0,0,0.67,0.73,8,12,11
"3917","A70L26UXLTGLC","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,97.2,100,0,0,0,0.75,0.86,9,12,11
"3918","A70L26UXLTGLC","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,97.2,100,0,0,0,0.82,0.9,9,11,10
"3919","A70L26UXLTGLC","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,97.2,100,0,0,0,0.91,1,10,11,10
"3920","A70L26UXLTGLC","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,97.2,100,0,0,0,1,1.11,10,10,9
"3921","A70L26UXLTGLC","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,0,6,1,97.2,100,0,0,0,1.1,1.22,11,10,9
"3922","A70L26UXLTGLC","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,97.2,100,0,0,0,1.22,1.38,11,9,8
"3923","A70L26UXLTGLC","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,97.2,100,0,0,0,1.33,1.5,12,9,8
"3924","A70L26UXLTGLC","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,97.2,100,0,0,0,1.5,1.71,12,8,7
"3925","A1ULUHA32YFHZU","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,76.4,95.8,0,0,0,0.67,0.67,8,12,12
"3926","A1ULUHA32YFHZU","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,76.4,95.8,0,0,0,0.75,0.75,9,12,12
"3927","A1ULUHA32YFHZU","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,76.4,95.8,0,0,0,0.82,0.82,9,11,11
"3928","A1ULUHA32YFHZU","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,76.4,95.8,0,0,0,0.91,0.91,10,11,11
"3929","A1ULUHA32YFHZU","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,76.4,95.8,0,0,0,1,1,10,10,10
"3930","A1ULUHA32YFHZU","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,76.4,95.8,0,0,0,1.1,1.1,11,10,10
"3931","A1ULUHA32YFHZU","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,76.4,95.8,0,0,0,1.22,1.22,11,9,9
"3932","A1ULUHA32YFHZU","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,76.4,95.8,0,0,0,1.33,1.33,12,9,9
"3933","A1ULUHA32YFHZU","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,76.4,95.8,0,0,0,1.5,1.5,12,8,8
"3934","A1ULUHA32YFHZU","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,76.4,95.8,0,0,0,0.67,1.33,8,12,6
"3935","A1ULUHA32YFHZU","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,76.4,95.8,0,0,0,0.75,1.5,9,12,6
"3936","A1ULUHA32YFHZU","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,76.4,95.8,0,0,0,0.82,1.5,9,11,6
"3937","A1ULUHA32YFHZU","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,76.4,95.8,0,0,0,0.91,1.67,10,11,6
"3938","A1ULUHA32YFHZU","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,76.4,95.8,0,0,0,1,1.67,10,10,6
"3939","A1ULUHA32YFHZU","Answer.3C_Bal.6",FALSE,0,"3C_Bal","3",0,0,0,6,0,76.4,95.8,0,0,0,1.1,2.2,11,10,5
"3940","A1ULUHA32YFHZU","Answer.3C_Bal.7",FALSE,0,"3C_Bal","3",0,0,0,7,0,76.4,95.8,0,0,0,1.22,2.2,11,9,5
"3941","A1ULUHA32YFHZU","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,76.4,95.8,0,0,0,1.33,2.4,12,9,5
"3942","A1ULUHA32YFHZU","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,76.4,95.8,0,0,0,1.5,3,12,8,4
"3943","A1ULUHA32YFHZU","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,76.4,95.8,0,0,0,0.67,0.89,8,12,9
"3944","A1ULUHA32YFHZU","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,76.4,95.8,0,0,0,0.75,1,9,12,9
"3945","A1ULUHA32YFHZU","Answer.3C_Mild.3",TRUE,0,"3C_Mild","3",0,0,0,3,1,76.4,95.8,0,0,0,0.82,1.13,9,11,8
"3946","A1ULUHA32YFHZU","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,0,4,0,76.4,95.8,0,0,0,0.91,1.25,10,11,8
"3947","A1ULUHA32YFHZU","Answer.3C_Mild.5",TRUE,0,"3C_Mild","3",0,0,0,5,1,76.4,95.8,0,0,0,1,1.42,10,10,7
"3948","A1ULUHA32YFHZU","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,76.4,95.8,0,0,0,1.1,1.57,11,10,7
"3949","A1ULUHA32YFHZU","Answer.3C_Mild.7",FALSE,0,"3C_Mild","3",0,0,0,7,0,76.4,95.8,0,0,0,1.22,1.83,11,9,6
"3950","A1ULUHA32YFHZU","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,76.4,95.8,0,0,0,1.33,1.71,12,9,7
"3951","A1ULUHA32YFHZU","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,76.4,95.8,0,0,0,1.5,2,12,8,6
"3952","A1ULUHA32YFHZU","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,76.4,95.8,0,0,0,0.67,0.73,8,12,11
"3953","A1ULUHA32YFHZU","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,76.4,95.8,0,0,0,0.75,0.86,9,12,11
"3954","A1ULUHA32YFHZU","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,76.4,95.8,0,0,0,0.82,0.9,9,11,10
"3955","A1ULUHA32YFHZU","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,76.4,95.8,0,0,0,0.91,1,10,11,10
"3956","A1ULUHA32YFHZU","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,76.4,95.8,0,0,0,1,1.11,10,10,9
"3957","A1ULUHA32YFHZU","Answer.3C_Unbal.6",FALSE,0,"3C_Unbal","3",0,0,0,6,0,76.4,95.8,0,0,0,1.1,1.22,11,10,9
"3958","A1ULUHA32YFHZU","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,76.4,95.8,0,0,0,1.22,1.38,11,9,8
"3959","A1ULUHA32YFHZU","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,76.4,95.8,0,0,0,1.33,1.5,12,9,8
"3960","A1ULUHA32YFHZU","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,76.4,95.8,0,0,0,1.5,1.71,12,8,7
"3961","A34ZUVAQXSJNO1","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,87.5,95.8,0,0,0,0.67,0.67,8,12,12
"3962","A34ZUVAQXSJNO1","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,87.5,95.8,0,0,0,0.75,0.75,9,12,12
"3963","A34ZUVAQXSJNO1","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,87.5,95.8,0,0,0,0.82,0.82,9,11,11
"3964","A34ZUVAQXSJNO1","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,87.5,95.8,0,0,0,0.91,0.91,10,11,11
"3965","A34ZUVAQXSJNO1","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,87.5,95.8,0,0,0,1,1,10,10,10
"3966","A34ZUVAQXSJNO1","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,87.5,95.8,0,0,0,1.1,1.1,11,10,10
"3967","A34ZUVAQXSJNO1","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,87.5,95.8,0,0,0,1.22,1.22,11,9,9
"3968","A34ZUVAQXSJNO1","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,87.5,95.8,0,0,0,1.33,1.33,12,9,9
"3969","A34ZUVAQXSJNO1","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,87.5,95.8,0,0,0,1.5,1.5,12,8,8
"3970","A34ZUVAQXSJNO1","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,87.5,95.8,0,0,0,0.67,1.33,8,12,6
"3971","A34ZUVAQXSJNO1","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,87.5,95.8,0,0,0,0.75,1.5,9,12,6
"3972","A34ZUVAQXSJNO1","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,87.5,95.8,0,0,0,0.82,1.5,9,11,6
"3973","A34ZUVAQXSJNO1","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,87.5,95.8,0,0,0,0.91,1.67,10,11,6
"3974","A34ZUVAQXSJNO1","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,87.5,95.8,0,0,0,1,1.67,10,10,6
"3975","A34ZUVAQXSJNO1","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,0,6,1,87.5,95.8,0,0,0,1.1,2.2,11,10,5
"3976","A34ZUVAQXSJNO1","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,87.5,95.8,0,0,0,1.22,2.2,11,9,5
"3977","A34ZUVAQXSJNO1","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,87.5,95.8,0,0,0,1.33,2.4,12,9,5
"3978","A34ZUVAQXSJNO1","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,87.5,95.8,0,0,0,1.5,3,12,8,4
"3979","A34ZUVAQXSJNO1","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,87.5,95.8,0,0,0,0.67,0.89,8,12,9
"3980","A34ZUVAQXSJNO1","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,87.5,95.8,0,0,0,0.75,1,9,12,9
"3981","A34ZUVAQXSJNO1","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,0,3,0,87.5,95.8,0,0,0,0.82,1.13,9,11,8
"3982","A34ZUVAQXSJNO1","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,0,4,0,87.5,95.8,0,0,0,0.91,1.25,10,11,8
"3983","A34ZUVAQXSJNO1","Answer.3C_Mild.5",FALSE,0,"3C_Mild","3",0,0,0,5,0,87.5,95.8,0,0,0,1,1.42,10,10,7
"3984","A34ZUVAQXSJNO1","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,87.5,95.8,0,0,0,1.1,1.57,11,10,7
"3985","A34ZUVAQXSJNO1","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,87.5,95.8,0,0,0,1.22,1.83,11,9,6
"3986","A34ZUVAQXSJNO1","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,87.5,95.8,0,0,0,1.33,1.71,12,9,7
"3987","A34ZUVAQXSJNO1","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,87.5,95.8,0,0,0,1.5,2,12,8,6
"3988","A34ZUVAQXSJNO1","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,87.5,95.8,0,0,0,0.67,0.73,8,12,11
"3989","A34ZUVAQXSJNO1","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,87.5,95.8,0,0,0,0.75,0.86,9,12,11
"3990","A34ZUVAQXSJNO1","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,87.5,95.8,0,0,0,0.82,0.9,9,11,10
"3991","A34ZUVAQXSJNO1","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,87.5,95.8,0,0,0,0.91,1,10,11,10
"3992","A34ZUVAQXSJNO1","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,87.5,95.8,0,0,0,1,1.11,10,10,9
"3993","A34ZUVAQXSJNO1","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,0,6,1,87.5,95.8,0,0,0,1.1,1.22,11,10,9
"3994","A34ZUVAQXSJNO1","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,87.5,95.8,0,0,0,1.22,1.38,11,9,8
"3995","A34ZUVAQXSJNO1","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,87.5,95.8,0,0,0,1.33,1.5,12,9,8
"3996","A34ZUVAQXSJNO1","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,87.5,95.8,0,0,0,1.5,1.71,12,8,7
"3997","ACH5FQOIG109H","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,91.7,100,0,0,0,0.67,0.67,8,12,12
"3998","ACH5FQOIG109H","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,91.7,100,0,0,0,0.75,0.75,9,12,12
"3999","ACH5FQOIG109H","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,91.7,100,0,0,0,0.82,0.82,9,11,11
"4000","ACH5FQOIG109H","Answer.2C.4",TRUE,0,"2C","2",0,0,0,4,1,91.7,100,0,0,0,0.91,0.91,10,11,11
"4001","ACH5FQOIG109H","Answer.2C.5",TRUE,0,"2C","2",0,0,0,5,1,91.7,100,0,0,0,1,1,10,10,10
"4002","ACH5FQOIG109H","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,91.7,100,0,0,0,1.1,1.1,11,10,10
"4003","ACH5FQOIG109H","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,91.7,100,0,0,0,1.22,1.22,11,9,9
"4004","ACH5FQOIG109H","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,91.7,100,0,0,0,1.33,1.33,12,9,9
"4005","ACH5FQOIG109H","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,91.7,100,0,0,0,1.5,1.5,12,8,8
"4006","ACH5FQOIG109H","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,91.7,100,0,0,0,0.67,1.33,8,12,6
"4007","ACH5FQOIG109H","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,91.7,100,0,0,0,0.75,1.5,9,12,6
"4008","ACH5FQOIG109H","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,91.7,100,0,0,0,0.82,1.5,9,11,6
"4009","ACH5FQOIG109H","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,91.7,100,0,0,0,0.91,1.67,10,11,6
